,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/bbknn_knn,0.6631756806239630,0.6635372059021610,,,,,0.638847858197932,,0.9850482650116440,0.3196609570364080,0.5580684903649190,0.9840638030295470,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/combat_full,0.6521534921353920,0.3815525612298650,0.5978611782193180,0.7839529505784160,0.9924683349395030,,0.9731462925851700,0.49919552530627700,0.9985875801089920,0.034609843383902800,0.0015308650997872800,0.9999999999999990,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/conos_knn,0.41930860884360000,0.3038629090229000,,,,,0.8336092715231790,,0.5962182790560860,0.1681563525942760,0.0,0.5359169486584700,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/desc_embed,0.5046334588789890,0.1919019793059030,0.5956360250711440,0.5136623213151700,0.0,,0.6256130790190740,0.4568033404648300,0.4719448954682080,0.5967652117993260,0.08056517190487280,0.9688920071667330,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/fastmnn_embed,0.7260423853232380,0.6292982927140490,0.5566748768155030,0.7451206751200430,0.0,,0.9218950064020490,0.4825964625924830,0.9924216302719880,0.1422499567493660,0.23690174036563800,0.9918399116044980,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/fastmnn_full,0.6865556488025660,0.4524333174051530,0.5566748604178430,0.7451206311703600,0.0,,0.9207161125319690,0.4825964625924830,0.9928298737680720,0.1409835960197270,0.2397279688891850,0.9915119889273360,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/harmony_embed,0.6616054691199880,0.5548527676502320,0.6116004585622970,0.8173054763346670,0.8718877996763240,,0.7693010507080860,0.42026437073946,0.9876172504483340,0.8189305515723240,0.3756510740259770,0.9902742317956370,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/liger_embed,0.640557376786651,0.3970809418970070,0.6411419047256380,0.8874564604165690,0.8896706234191910,,0.7843631778058010,0.5383396595716480,0.9779766404352100,0.13841381405056000,0.5496207366327220,0.9893347318860020,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/mnn_full,0.6160163390757520,0.3505220481651710,0.5758210122585300,0.7497560878860630,0.0,,0.7534516765286000,0.5436872430145740,0.9961572283437,0.003362661309176730,2.22044604925031E-16,0.9933415763767980,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/saucie_embed,0.4743824355105120,0.2876291505804740,0.5250599626451730,0.7015325797896030,0.7207223707784610,,0.3868766404199480,0.4123762398958210,0.8093181049819670,0.1765882243409810,0.4599410682777670,0.8367460563419210,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/saucie_full,0.4849039619061930,0.2951256101973050,0.5251221060752870,0.7010413378090140,0.7207110231985510,,0.419800460475825,0.4123762398958210,0.8094934337050750,0.17567917627169800,0.4538862265546440,0.8355757748493840,,
