"X","NMI_cluster.label","ARI_cluster.label","ASW_label","ASW_label.batch","PCR_batch","cell_cycle_conservation","isolated_label_F1","isolated_label_silhouette","graph_conn","kBET","iLISI","cLISI","hvg_overlap","trajectory"
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/bbknn_knn",0.327516543870723,0.218680972132381,NA,NA,NA,NA,0.433613812698066,NA,0.947692336070882,0.998508975140234,0.55113785302909,0.318326399872619,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/combat_full",0.285123171114389,0.233366107935235,0.518843689933419,0.933066897573856,0.999976072287196,NA,0.552011540310947,0.503427450079471,0.973254879403814,0.503251619852158,0.23264641056911,0.682240109445623,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/conos_knn",0.184647543938832,0.245465845725149,NA,NA,NA,NA,0.551311288483466,NA,0.975060379404182,0.0646380228483664,0,0.699583150070432,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/desc_embed",0.315379622908025,0.144140587335946,0.543004862964153,0.703065754718427,0.615057720981412,NA,0.626012667550449,0.503320665331557,0.447192126382877,0.450358436125377,0.181458746887737,0.731431914899963,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/fastmnn_embed",0.261377998068015,0.173153246745629,0.515982901316312,0.951304379287452,0.555604141379342,NA,0.390645078386019,0.490875001065433,0.818567758451418,0.236793033367827,0.140523248553081,0.67610090866628,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/fastmnn_full",0.276669749859577,0.307297457502705,0.515982899814844,0.951304369070158,0.555603104220962,NA,0.297390703300501,0.490875001065433,0.819103928968446,0.23024715726519,0.141123486926835,0.680045450751067,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/harmony_embed",0.354027049124159,0.387647093015137,0.523023290817596,0.926435998382682,0.963297106041422,NA,0.286142322097378,0.453543733805418,0.97389062742275,0.543071255027157,0.244794556975786,0.813878256636867,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/liger_embed",0.293455865057809,0.12454862122012,0.541801222239312,0.902297000714336,0.985014876781291,NA,0.134502923976608,0.507224111817777,0.832937579297869,0.263323206215123,0.247648630665637,0.872935622581268,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/mnn_full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/saucie_embed",0.26882720230508,0.094468987806856,0.365611925721169,0.620099082222491,0,NA,0.28962972723679,0.279900968074799,0.492560810923452,0.47026078682735,0.0882870889199351,0.563529057203277,NA,NA
"/mouse_brain_atac_genes_large_3batches/metrics/unscaled/full_feature/saucie_full",0.26039065322104,0.0783210667235476,0.361650541424751,0.603491248491979,0,NA,0.298331234256927,0.279900968074799,0.474014337320055,0.464529423702681,0.0903348655824741,0.557385308913174,NA,NA
