,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/bbknn_knn,0.7317404960892910,0.7508044058742540,,,,,0.5490271254672670,,0.998768625191464,0.1001807224235910,0.4229717411121250,0.6297401006336100,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/combat_full,0.6979193438184740,0.5833429746406560,0.6152075156569480,0.8349644064146670,0.9945993609149670,,0.9411764705882350,0.5209492016583680,0.9986338237516250,0.041897479092924400,0.008177575524347720,1.0000000000000000,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/conos_knn,0.2646480723107260,0.10070124918139300,,,,,0.4449897750511250,,0.4477225310584210,0.3273762962140320,0.0,0.6247983777839390,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/desc_embed,0.5618820099974900,0.2254926704581180,0.6534197777509690,0.4155496072322910,0.4351980592869050,,0.8801365366942370,0.5125040309503680,0.6960039338115660,0.22385940273860500,0.007589610091367600,0.9959613969285150,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/fastmnn_embed,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/fastmnn_full,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/harmony_embed,0.6836614533042040,0.5781456741895120,0.6067434719673220,0.8849188160005950,0.9711997072368330,,0.7061477721376200,0.4830309431999920,0.9946165229573690,0.8562529895993770,0.3461756460621440,0.9953411505740790,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/liger_embed,0.6689632784571990,0.5093710534825570,0.6502407407712130,0.911586559662892,0.7685175483227740,,0.8939040207522700,0.5114707015454770,0.8592293441075250,0.02517853637773070,0.1498795442205410,0.9968244840282340,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/mnn_full,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/saucie_embed,0.2932703270053410,0.10230308983035200,0.21891900897026100,0.4343873830767430,0.12302053961815600,,0.2818920210224560,0.2004011869430540,0.5265155376304160,0.4490837980732900,0.10926809476778200,0.755977741084812,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/saucie_full,0.2909354049518120,0.09668349348577100,0.2088196277618410,0.4226976432258780,0.1230190135916440,,0.2619989852866570,0.2004011869430540,0.5274857450042370,0.4395878141567850,0.10882855343960900,0.7475263174917610,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/scanorama_embed,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/scanorama_full,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/scanvi_embed,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/scgen_full,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/scvi_embed,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/seurat_full,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/seuratrpca_full,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/trvae_embed,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/trvae_full,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large_3batches/metrics/unscaled/full_feature/unintegrated_full,0.7220862851025490,0.4235930860914330,0.6180193424224850,0.8662178007676220,0.0,,0.988873106060606,0.5114707015454770,0.9997636475706800,0.0389214504155021,3.33066907387547E-16,1.0000000000000000,,
