,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/mnn_full,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/mnn_full,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/mnn_full,,,,,,,,,,,,,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/scanorama_embed,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/scanorama_embed,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/scanorama_embed,0.3331821094,0.2052377837,0.5128218392,0.9467074445,0.0071770166,,0.7799227799,0.4897419754,0.9752359793,0.6625846801,0.1158511412,0.6932519459,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/scanorama_full,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/scanorama_full,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/scanorama_full,0.3414474211,0.2677936638,0.5095606474,0.913681458,0,,0.7566074003,0.4897419754,0.8262561501,0.7123614618,0.2045322201,0.6990952006,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/seurat_full,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/seurat_full,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/seurat_full,0.2783156578,0.1722390183,0.4961299538,0.8350305837,0.9313521077,,0.1703770074,0.4546354003,0.9765235849,0.9702795175,0.5277316327,0.5964257564,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/seuratrpca_full,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/seuratrpca_full,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/seuratrpca_full,0.3226178762,0.339246589,0.5013373999,0.8434415074,0.9408319662,,0.2023359553,0.4627978615,0.9764963808,0.9899526402,0.562773787,0.6523120921,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/saucie_full,0.290935405,0.0966834935,0.2088196278,0.4226976432,0,,0.2619989853,0.2004011869,0.527485745,0.4395878142,0.1088285534,0.7475263175,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/saucie_full,0.3476205514,0.1367971454,0.3400142044,0.3723183529,0,,0.4188055909,0.2600236833,0.7954154209,0.5155690388,0.0661583771,0.8340094501,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/saucie_full,0.2603906532,0.0783210667,0.3616505414,0.6034912485,0,,0.2983312343,0.2799009681,0.4740143373,0.4645294237,0.0903348656,0.5573853089,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/saucie_embed,0.293270327,0.1023030898,0.218919009,0.4343873831,0,,0.281892021,0.2004011869,0.5265155376,0.4490837981,0.1092680948,0.7559777411,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/saucie_embed,0.3504745256,0.1362885382,0.3425339311,0.3998720525,0,,0.3666618012,0.2600236833,0.7970265651,0.5312147509,0.063550293,0.8345124827,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/saucie_embed,0.2688272023,0.0944689878,0.3656119257,0.6200990822,0,,0.2896297272,0.2799009681,0.4925608109,0.4702607868,0.0882870889,0.5635290572,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/harmony_embed,0.6836614533,0.5781456742,0.606743472,0.884918816,0.9771273651,,0.7061477721,0.4830309432,0.994616523,0.8562529896,0.3461756461,0.9953411506,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/harmony_embed,0.6879256435,0.6088445662,0.5970869825,0.8302427713,0.7898206349,,0.6358685081,0.468878353,0.9946085831,0.9973925291,0.4360691178,0.9964491089,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/harmony_embed,0.3540270491,0.387647093,0.5230232908,0.9264359984,0.938592434,,0.2861423221,0.4535437338,0.9738906274,0.543071255,0.244794557,0.8138782566,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/bbknn_knn,0.7317404961,0.7508044059,,,,,0.5490271255,,0.9987686252,0.1001807224,0.4229717411,0.6297401006,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/bbknn_knn,0.7382826939,0.7581498986,,,,,0.7657713929,,0.9959889596,0.4349751978,0.4205393213,0.5802256954,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/bbknn_knn,0.3275165439,0.2186809721,,,,,0.4336138127,,0.9476923361,0.9985089751,0.551137853,0.3183263999,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/scvi_embed,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/scvi_embed,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/scvi_embed,0.5039334167,0.4252296585,0.5140349586,0.9436533883,0.6070556182,,0.5741585853,0.5072241118,0.9839172263,0.2622670372,0.1807164131,0.7330576515,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/scanvi_embed,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/scanvi_embed,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/scanvi_embed,0.6520503143,0.4508673851,0.5381481797,0.9384498392,0.6435238659,,0.9216784958,0.5072241118,0.987578744,0.1458212433,0.1384663302,0.9544631452,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/conos_knn,0.2646480723,0.1007012492,,,,,0.4449897751,,0.4477225311,0.3273762962,0,0.6247983778,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/conos_knn,0.16214669,0.0503416081,,,,,0.4877330716,,0.5576989372,0.0906699559,0,0.242370615,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/conos_knn,0.1846475439,0.2454658457,,,,,0.5513112885,,0.9750603794,0.0646380228,0,0.6995831501,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/combat_full,0.6979193438,0.5833429746,0.6152075157,0.8349644064,0.9967304626,,0.9411764706,0.5209492017,0.9986338238,0.0418974791,0.0081775755,1,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/combat_full,0.7044791623,0.6167288059,0.5948005617,0.9471721123,0.9988675227,,0.8860025221,0.5066098562,0.9929108109,0.0797100901,0.0516665866,0.9951772675,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/combat_full,0.2851231711,0.2333661079,0.5188436899,0.9330668976,0.9999790381,,0.5520115403,0.5034274501,0.9732548794,0.5032516199,0.2326464106,0.6822401094,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/liger_embed,0.6689632785,0.5093710535,0.6502407408,0.9115865597,0.7274514192,,0.8939040208,0.5114707015,0.8592293441,0.0251785364,0.1498795442,0.996824484,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/liger_embed,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/liger_embed,0.2934558651,0.1245486212,0.5418012222,0.9022970007,0.9924517522,,0.134502924,0.5072241118,0.8329375793,0.2633232062,0.2476486307,0.8729356226,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/scgen_full,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/scgen_full,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/scgen_full,0.4373369819,0.3855185603,0.5321889445,0.8552065591,0.7694691406,,0.878381928,0.5169584472,0.9815583479,0.9274503059,0.3165049572,0.8165886923,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/fastmnn_embed,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/fastmnn_embed,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/fastmnn_embed,0.2613779981,0.1731532467,0.5159829013,0.9513043793,0.5355339685,,0.3906450784,0.4908750011,0.8185677585,0.2367930334,0.1405232486,0.6761009087,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/fastmnn_full,,,,,,,,,,,,,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/fastmnn_full,,,,,,,,,,,,,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/fastmnn_full,0.2766697499,0.3072974575,0.5159828998,0.9513043691,0.5355344366,,0.2973907033,0.4908750011,0.819103929,0.2302471573,0.1411234869,0.6800454508,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/desc_embed,0.56188201,0.2254926705,0.6534197778,0.4155496072,0.4823374683,,0.8801365367,0.512504031,0.6960039338,0.2238594027,0.0075896101,0.9959613969,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/desc_embed,0.5499257321,0.2075231646,0.6427844316,0.5443623961,0.7989044374,,0.9124050633,0.4694527816,0.5159668223,0.4050239337,0.0333516448,0.9901377981,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/desc_embed,0.3153796229,0.1441405873,0.543004863,0.7030657547,0.6386075648,,0.6260126676,0.5033206653,0.4471921264,0.4503584361,0.1814587469,0.7314319149,,
mouse_brain_atac_windows_large/metrics/unscaled/full_feature/unintegrated_full_x,0.7220862851,0.4235930861,0.6180193424,0.8662178008,0,,0.9888731061,0.5114707015,0.9997636476,0.0389214504,3.33066907387547E-16,1,,
mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/unintegrated_full_x,0.760385018,0.6079817063,0.6043264866,0.810819163,0,,0.9748909584,0.5168149266,0.9982674188,0.4447272903,0.0077590689,0.9978120874,,
mouse_brain_atac_genes_large_batchname/metrics/unscaled/full_feature/unintegrated_full_x,0.3682872227,0.3244078345,0.5201827362,0.9285201734,0,,0.841569027,0.5072241118,0.9858468507,0.2416197913,0.047433235,0.7765873791,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/mnn_full,,,,,,,,,,,,,,
/mouse_brain_atac_peaks_small_2/metrics/unscaled/full_feature/mnn_full,0.6460952476,0.4158211581,0.5855684057,0.8138867333,0,,0.9444242644,0.5290731862,0.996828993,0.0031039907,2.22044604925031E-16,0.9912269764,,
/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/mnn_full,0.5426670026,0.5195025483,0.5406097881,0.9171225314,0.4891090549,,0.7394722066,0.54089633,0.9862505893,0.6505596499,0.2565742021,0.8631187103,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/scanorama_embed,0.7095385633,0.5942522619,0.5554850864,0.830886832,0,,0.9658258747,0.4759818465,0.994312933,0.0862582914,0.1351537043,0.9880571384,,
/mouse_brain_atac_peaks_small_2/metrics/unscaled/full_feature/scanorama_embed,0.7491799185,0.5806953235,0.5670587741,0.8740248859,0,,0.978568834,0.4818028659,0.9938451158,0.2136395441,0.1991269691,0.9896586307,,
/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/scanorama_embed,0.5044625357,0.3720358574,0.5270375781,0.9196374972,0.0850546992,,0.8437369083,0.5381489806,0.9846319501,0.8504063216,0.3860465158,0.8274900183,,
