,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/mnn_full,,,,,,,,,,,,,,
/mouse_brain_atac_windows_large/metrics/unscaled/full_feature/mnn_full,,,,,,,,,,,,,,
/mouse_brain_atac_peaks_small_2/metrics/unscaled/full_feature/mnn_full,0.6460952475798409,0.4158211580570563,0.585568405687809,0.813886733317288,0.0,,0.944424264438794,0.5290731862187386,0.9968289929516267,0.0031039906752882147,2.220446049250313e-16,0.991226976409336,,
/mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/mnn_full,,,,,,,,,,,,,,
/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/mnn_full,0.5426670026406222,0.5195025482784884,0.5406097881495953,0.9171225314353728,0.4891090548963503,,0.7394722066254912,0.5408963300287724,0.986250589300682,0.6505596498783306,0.25657420214270954,0.8631187103337522,,
/mouse_brain_atac_genes_large/metrics/unscaled/full_feature/mnn_full,,,,,,,,,,,,,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/scanorama_embed,0.7095385633062914,0.594252261896916,0.5554850864071489,0.8308868319953757,0.0,,0.965825874694874,0.4759818464517594,0.9943129330231424,0.08625829142222141,0.13515370425463413,0.9880571384024605,,
/mouse_brain_atac_windows_large/metrics/unscaled/full_feature/scanorama_embed,,,,,,,,,,,,,,
/mouse_brain_atac_peaks_small_2/metrics/unscaled/full_feature/scanorama_embed,0.7491799184837351,0.5806953234996963,0.5670587740531363,0.8740248858986278,0.0,,0.9785688339992736,0.4818028658628464,0.9938451157544866,0.21363954409136526,0.1991269691241231,0.9896586307293456,,
/mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/scanorama_embed,,,,,,,,,,,,,,
/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/scanorama_embed,0.5044625357411318,0.3720358573612593,0.5270375780550236,0.9196374972472342,0.08505469920632812,,0.8437369082530374,0.5381489805877209,0.9846319501064924,0.8504063216221328,0.3860465157832186,0.8274900182955091,,
/mouse_brain_atac_genes_large/metrics/unscaled/full_feature/scanorama_embed,0.3331821094147969,0.2052377836997081,0.5128218391997009,0.9580721836619318,0.0,,0.7799227799227799,0.4897420033812523,0.975235979262806,0.27410099781633723,0.05254182492469184,0.8784457181823754,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/scanorama_full,0.6089973094438523,0.3803280895457809,0.5486812219023705,0.7350688560200381,0.0,,0.8805704099821747,0.4759818464517594,0.9836625724734684,0.06271122994558442,0.19845807276404748,0.9965295682526728,,
/mouse_brain_atac_windows_large/metrics/unscaled/full_feature/scanorama_full,,,,,,,,,,,,,,
/mouse_brain_atac_peaks_small_2/metrics/unscaled/full_feature/scanorama_full,0.7072632142115345,0.5719509997106076,0.5598049461841583,0.7205527887591386,0.0,,0.9750183688464364,0.4818028658628464,0.9879915743133112,0.4833257336773705,0.19388788530205447,0.9976298409962554,,
/mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/scanorama_full,,,,,,,,,,,,,,
/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/scanorama_full,0.4656294639182992,0.32147240156728746,0.5195088107138872,0.8165164562428515,0.046722146549817656,,0.6537943421643467,0.5381489805877209,0.954853762695234,0.9943201863423662,0.3265499725936287,0.8436946815996299,,
/mouse_brain_atac_genes_large/metrics/unscaled/full_feature/scanorama_full,0.3560073715221974,0.3360506607129722,0.5095606744289398,0.9119434480532844,0.0,,0.7520206161415016,0.4897420033812523,0.8259799422239988,0.6996212869564229,0.09231324431613204,0.8842574698354709,,
/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/seurat_full,0.7886235899489946,0.8055733686249928,0.6238436177372932,0.6747664111194788,0.6732335488817939,,0.876301541024573,0.5436148121953011,0.9905233822126356,0.5764444771531116,0.3596392688222525,0.9968363255177328,,
/mouse_brain_atac_windows_large/metrics/unscaled/full_feature/seurat_full,,,,,,,,,,,,,,
/mouse_brain_atac_peaks_small_2/metrics/unscaled/full_feature/seurat_full,0.6613268136734247,0.4308035173511408,0.6054652333259583,0.7241297115322408,0.5377687600654325,,0.964974982130093,0.5531749613583088,0.9926126213256622,0.479685063775929,0.021102297598945,0.997181477174512,,
/mouse_brain_atac_peaks_large_2/metrics/unscaled/full_feature/seurat_full,,,,,,,,,,,,,,
/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/seurat_full,0.4387447956189172,0.35486168683418906,0.5277058128267527,0.8628137141251181,0.6935166279340292,,0.5645491803278688,0.5473402105271816,0.8315371464775991,0.9438808131548816,0.4975259117575445,0.6858915573240542,,
